Time,timeFromLastRepair,timeToNextRepair
40569.43958333,1.61666666,22.80138667
40569.44166667,1.61875,22.79930333
40569.44375,1.62083333,22.79722
40569.44583333,1.62291666,22.79513667
40569.44791667,1.625,22.79305333
40569.45,1.62708333,22.79097
40569.45208333,1.62916666,22.78888667
40569.45416667,1.63125,22.78680333
40569.45625,1.63333333,22.78472
40569.45833333,1.63541666,22.78263667
40569.46041667,1.6375,22.78055333
40569.4625,1.63958333,22.77847
40569.46458333,1.64166666,22.77638667
40569.46666667,1.64375,22.77430333
40569.46875,1.64583333,22.77222
40569.47083333,1.64791666,22.77013667
40569.47291667,1.65,22.76805333
40569.475,1.65208333,22.76597
40569.47708333,1.65416666,22.76388667
40569.47916667,1.65625,22.76180333
40569.48125,1.65833333,22.75972
40569.48333333,1.66041666,22.75763667
40569.48541667,1.6625,22.75555333
40569.4875,1.66458333,22.75347
40569.48958333,1.66666666,22.75138667
40569.49166667,1.66875,22.74930333
40569.49375,1.67083333,22.74722
40569.49583333,1.67291666,22.74513667
40569.49791667,1.675,22.74305333
40569.5,1.67708333,22.74097
40569.50208333,1.67916666,22.73888667
40569.50416667,1.68125,22.73680333
40569.50625,1.68333333,22.73472
40569.50833333,1.68541666,22.73263667
40569.51041667,1.6875,22.73055333
40569.5125,1.68958333,22.72847
40569.51458333,1.69166666,22.72638667
40569.51666667,1.69375,22.72430333
40569.51875,1.69583333,22.72222
40569.52083333,1.69791666,22.72013667
40569.52291667,1.7,22.71805333
40569.525,1.70208333,22.71597
40569.52708333,1.70416666,22.71388667
40569.52916667,1.70625,22.71180333
40569.53125,1.70833333,22.70972
40569.53333333,1.71041666,22.70763667
40569.53541667,1.7125,22.70555333
40569.5375,1.71458333,22.70347
40569.53958333,1.71666666,22.70138667
40569.54166667,1.71875,22.69930333
40569.54375,1.72083333,22.69722
40569.54583333,1.72291666,22.69513667
40569.54791667,1.725,22.69305333
40569.55,1.72708333,22.69097
40569.55208333,1.72916666,22.68888667
40569.55416667,1.73125,22.68680333
40569.55625,1.73333333,22.68472
40569.55833333,1.73541666,22.68263667
40569.56041667,1.7375,22.68055333
40569.5625,1.73958333,22.67847
40569.56458333,1.74166666,22.67638667
40569.56666667,1.74375,22.67430333
40569.56875,1.74583333,22.67222
40569.57083333,1.74791666,22.67013667
40569.57291667,1.75,22.66805333
40569.575,1.75208333,22.66597
40569.57708333,1.75416666,22.66388667
40569.57916667,1.75625,22.66180333
40569.58125,1.75833333,22.65972
40569.58333333,1.76041666,22.65763667
40569.58541667,1.7625,22.65555333
40569.5875,1.76458333,22.65347
40569.58958333,1.76666666,22.65138667
40569.59166667,1.76875,22.64930333
40569.59375,1.77083333,22.64722
40569.59583333,1.77291666,22.64513667
40569.59791667,1.775,22.64305333
40569.6,1.77708333,22.64097
40569.60208333,1.77916666,22.63888667
40569.60416667,1.78125,22.63680333
40569.60625,1.78333333,22.63472
40569.60833333,1.78541666,22.63263667
40569.61041667,1.7875,22.63055333
40569.6125,1.78958333,22.62847
40569.61458333,1.79166666,22.62638667
40569.61666667,1.79375,22.62430333
40569.61875,1.79583333,22.62222
40569.62083333,1.79791666,22.62013667
40569.62291667,1.8,22.61805333
40569.625,1.80208333,22.61597
40569.62708333,1.80416666,22.61388667
40569.62916667,1.80625,22.61180333
40569.63125,1.80833333,22.60972
40569.63333333,1.81041666,22.60763667
40569.63541667,1.8125,22.60555333
40569.6375,1.81458333,22.60347
40569.63958333,1.81666666,22.60138667
40569.64166667,1.81875,22.59930333
40569.64375,1.82083333,22.59722
40569.64583333,1.82291666,22.59513667
40569.64791667,1.825,22.59305333
40569.65,1.82708333,22.59097
40569.65208333,1.82916666,22.58888667
40569.65416667,1.83125,22.58680333
40569.65625,1.83333333,22.58472
40569.65833333,1.83541666,22.58263667
40569.66041667,1.8375,22.58055333
40569.6625,1.83958333,22.57847
40569.66458333,1.84166666,22.57638667
40569.66666667,1.84375,22.57430333
40569.66875,1.84583333,22.57222
40569.67083333,1.84791666,22.57013667
40569.67291667,1.85,22.56805333
40569.675,1.85208333,22.56597
40569.67708333,1.85416666,22.56388667
40569.67916667,1.85625,22.56180333
40569.68125,1.85833333,22.55972
40569.68333333,1.86041666,22.55763667
40569.68541667,1.8625,22.55555333
40569.6875,1.86458333,22.55347
40569.68958333,1.86666666,22.55138667
40569.69166667,1.86875,22.54930333
40569.69375,1.87083333,22.54722
40569.69583333,1.87291666,22.54513667
40569.69791667,1.875,22.54305333
40569.7,1.87708333,22.54097
40569.70208333,1.87916666,22.53888667
40569.70416667,1.88125,22.53680333
40569.70625,1.88333333,22.53472
40569.70833333,1.88541666,22.53263667
40569.71041667,1.8875,22.53055333
40569.7125,1.88958333,22.52847
40569.71458333,1.89166666,22.52638667
40569.71666667,1.89375,22.52430333
40569.71875,1.89583333,22.52222
40569.72083333,1.89791666,22.52013667
40569.72291667,1.9,22.51805333
40569.725,1.90208333,22.51597
40569.72708333,1.90416666,22.51388667
40569.72916667,1.90625,22.51180333
40569.73125,1.90833333,22.50972
40569.73333333,1.91041666,22.50763667
40569.73541667,1.9125,22.50555333
40569.7375,1.91458333,22.50347
40569.73958333,1.91666666,22.50138667
40569.74166667,1.91875,22.49930333
40569.74375,1.92083333,22.49722
40569.74583333,1.92291666,22.49513667
40569.74791667,1.925,22.49305333
40569.75,1.92708333,22.49097
40569.75208333,1.92916666,22.48888667
40569.75416667,1.93125,22.48680333
40569.75625,1.93333333,22.48472
40569.75833333,1.93541666,22.48263667
40569.76041667,1.9375,22.48055333
40569.7625,1.93958333,22.47847
40569.76458333,1.94166666,22.47638667
40569.76666667,1.94375,22.47430333
40569.76875,1.94583333,22.47222
40569.77083333,1.94791666,22.47013667
40569.77291667,1.95,22.46805333
40569.775,1.95208333,22.46597
40569.77708333,1.95416666,22.46388667
40569.77916667,1.95625,22.46180333
40569.78125,1.95833333,22.45972
40569.78333333,1.96041666,22.45763667
40569.78541667,1.9625,22.45555333
40569.7875,1.96458333,22.45347
40569.78958333,1.96666666,22.45138667
40569.79166667,1.96875,22.44930333
40569.79375,1.97083333,22.44722
40569.79583333,1.97291666,22.44513667
40569.79791667,1.975,22.44305333
40569.8,1.97708333,22.44097
40569.80208333,1.97916666,22.43888667
40569.80416667,1.98125,22.43680333
40569.80625,1.98333333,22.43472
40569.80833333,1.98541666,22.43263667
40569.81041667,1.9875,22.43055333
40569.8125,1.98958333,22.42847
40569.81458333,1.99166666,22.42638667
40569.81666667,1.99375,22.42430333
40569.81875,1.99583333,22.42222
40569.82083333,1.99791666,22.42013667
40569.82291667,2,22.41805333
40569.825,2.00208333,22.41597
40569.82708333,2.00416666,22.41388667
40569.82916667,2.00625,22.41180333
40569.83125,2.00833333,22.40972
40569.83333333,2.01041666,22.40763667
40569.83541667,2.0125,22.40555333
40569.8375,2.01458333,22.40347
40569.83958333,2.01666666,22.40138667
40569.84166667,2.01875,22.39930333
40569.84375,2.02083333,22.39722
40569.84583333,2.02291666,22.39513667
40569.84791667,2.025,22.39305333
40569.85,2.02708333,22.39097
40569.85208333,2.02916666,22.38888667
40569.85416667,2.03125,22.38680333
40569.85625,2.03333333,22.38472
40569.85833333,2.03541666,22.38263667
40569.86041667,2.0375,22.38055333
40569.8625,2.03958333,22.37847
40569.86458333,2.04166666,22.37638667
40569.86666667,2.04375,22.37430333
40569.86875,2.04583333,22.37222
40569.87083333,2.04791666,22.37013667
40569.87291667,2.05,22.36805333
40569.875,2.05208333,22.36597
40569.87708333,2.05416666,22.36388667
40569.87916667,2.05625,22.36180333
40569.88125,2.05833333,22.35972
40569.88333333,2.06041666,22.35763667
40569.88541667,2.0625,22.35555333
40569.8875,2.06458333,22.35347
40569.88958333,2.06666666,22.35138667
40569.89166667,2.06875,22.34930333
40569.89375,2.07083333,22.34722
40569.89583333,2.07291666,22.34513667
40569.89791667,2.075,22.34305333
40569.9,2.07708333,22.34097
40569.90208333,2.07916666,22.33888667
40569.90416667,2.08125,22.33680333
40569.90625,2.08333333,22.33472
