xdata,ydata,zdata,color
-2.63065841653356E-05,-8.35688426453833E-06,-2.09577003108612E-05,4.45764
-2.59611957978897E-05,-7.62886848204789E-06,-2.03937234885595E-05,4.47638667
-2.44291446218677E-05,-6.70935072199348E-06,-1.95400913113628E-05,4.5111067
-0.000023551,-6.25931224268924E-06,-0.000018484,4.5173633
-2.18945134472535E-05,-2.90919669472329E-06,-1.10671561750643E-05,4.5222267
-2.13474636797621E-05,3.82036905439823E-06,-6.15481406156046E-06,4.53333
-2.0695357518409E-05,5.35933589555279E-06,-0.000005832,4.5347233
-0.000020394,7.94180834916281E-06,-5.45041663876045E-06,4.5409733
-2.03833866550165E-05,8.14854519230482E-06,-5.03012104701832E-06,4.55972
-1.94744611436437E-05,9.7599436624898E-06,-4.96055498461921E-06,4.59444
-1.76118391883493E-05,1.01856968573228E-05,-3.41159143551432E-06,4.6006967
-1.738924232145E-05,0.000011378,-1.15972395383682E-06,4.60556
-0.000017002,1.20445982001536E-05,2.21663603291931E-07,4.6166633
-1.49219146575248E-05,1.22071933455357E-05,4.31544129346132E-07,4.6180567
-1.44194705684613E-05,1.46207143834092E-05,3.1928176753388E-06,4.6243067
-1.37478244577561E-05,1.97144146219847E-05,3.3705446941031E-06,4.64305333
-0.000011962,1.98823803018375E-05,5.22322194172203E-06,4.6777733
-1.11572897616173E-05,2.13164822853431E-05,7.57761233385182E-06,4.68403
-1.10964705538083E-05,2.42887022534413E-05,8.42209861511217E-06,4.6888933
-9.06022661536672E-06,2.45587819742779E-05,1.06272920114352E-05,4.6999967
-8.65938444042779E-06,2.66651792083757E-05,1.598294906017E-05,4.70139
-6.0695888298303E-06,2.72804236268741E-05,2.32554683414003E-05,4.70764
-5.68924161060094E-06,3.02530500084718E-05,0.000023395,4.72638667
-3.72857484012136E-06,3.2314202196722E-05,2.54696504348527E-05,4.7284767
-1.38955318030132E-06,3.33576786935692E-05,2.58645757130563E-05,4.7611067
-9.68341788531741E-08,3.42519374587863E-05,2.69536912308238E-05,4.7673633
3.06741451091303E-07,3.47787487939494E-05,2.95005794832561E-05,4.7722267
1.63270342902142E-06,3.52562127603551E-05,3.13910873007285E-05,4.78333
2.16946461609175E-06,3.81635723769534E-05,3.18636868419732E-05,4.7847233
3.69490116593749E-06,0.000039742,3.25236444129527E-05,4.7909733
4.4182148507785E-06,4.04031422528926E-05,3.57365891673289E-05,4.80972
5.19632247355187E-06,4.08678891158043E-05,3.58861251310881E-05,4.81181
0.000010725,4.08814845977914E-05,3.65192136859024E-05,4.84444
1.18795433220164E-05,4.26238715005629E-05,3.73686506328888E-05,4.8506967
1.22089391860043E-05,4.40183343020693E-05,3.74826670426631E-05,4.85556
1.27143031726798E-05,4.56299062861931E-05,3.92885424410445E-05,4.8666633
1.32554841261537E-05,0.000047249,4.20383723472072E-05,4.8680567
1.33898088186409E-05,4.75921733695598E-05,4.42078774250582E-05,4.8743067
1.42563409952747E-05,4.78462556337209E-05,4.45242568974527E-05,4.89305333
1.66073545151346E-05,4.79240510944913E-05,4.65154827135924E-05,4.8951433
1.68659151255466E-05,4.7951519868034E-05,4.70099323125614E-05,4.9277733
1.96365920236664E-05,4.90007158905379E-05,4.72863861298241E-05,4.93403
2.07929368978687E-05,5.30960926136754E-05,4.831425933148E-05,4.9388933
2.16732015148777E-05,5.32076589941919E-05,4.91634717482194E-05,4.9499967
2.31115265303028E-05,5.33780708685252E-05,5.70567273861399E-05,4.95139
2.48474055318931E-05,5.9998693392853E-05,5.92882301616185E-05,4.95694667
2.57609267426406E-05,6.21387265526082E-05,5.99884838556719E-05,4.95764
2.76225289101982E-05,6.22053780056713E-05,6.03965547638536E-05,4.97638667
2.78547569764855E-05,6.37791486949818E-05,6.29493145932354E-05,4.9784767
0.000028198,6.53391603570474E-05,6.59312044439632E-05,5.0111067
2.876139621893E-05,6.56580715980748E-05,6.84671158601703E-05,5.0173633
3.10222833693531E-05,6.69843134787576E-05,7.02431186442339E-05,5.0222267
3.12882526698482E-05,6.71794465285417E-05,7.0552334505353E-05,5.03333
3.28110917234037E-05,6.96493700071543E-05,7.07441990133412E-05,5.0347233
3.31386450186866E-05,7.19143461525255E-05,7.21847015944351E-05,5.04028
3.64753702532067E-05,7.43085308802492E-05,7.3045126122594E-05,5.0409733
3.65970702868042E-05,7.46993896075692E-05,7.34633863883577E-05,5.05972
3.91683206299093E-05,7.66582440343733E-05,7.60925201197343E-05,5.06181
4.02002000514191E-05,8.06224464445562E-05,7.72209351749511E-05,5.09444
4.39373790188838E-05,8.09070527768783E-05,8.32600729532541E-05,5.1006967
4.72665320163521E-05,8.16784290245684E-05,8.57746592532389E-05,5.10556
5.13151114689419E-05,8.45676646262617E-05,8.74011980652893E-05,5.1166633
5.21071815568344E-05,8.53653684514945E-05,8.96742228096448E-05,5.1180567
5.68332860833912E-05,0.000086423,9.24175891776944E-05,5.12361333
5.75943422622226E-05,8.65011567549733E-05,9.26492948738578E-05,5.1243067
0.000061136,8.88764850314286E-05,9.49041776589213E-05,5.14305333
6.11818800933253E-05,0.000092901,9.91751139816116E-05,5.1451433
0.000067953,9.31593468850579E-05,9.95837738872759E-05,5.18403
6.79813109730116E-05,9.55454112571026E-05,9.97273498833758E-05,5.1888933
6.83088776239714E-05,9.69489257230727E-05,0.0001018175,5.1999967
7.03156608682419E-05,9.84999420599981E-05,0.0001018363,5.20139
7.09412949528894E-05,9.87042844638486E-05,0.0001058092,5.20694667
7.27247729967595E-05,0.0000995,0.0001075768,5.20764
7.33822172106331E-05,0.000099816,0.0001079178,5.22638667
7.4160453842588E-05,0.0001006862,0.0001099462,5.2284767
7.52676343710801E-05,0.0001015142,0.0001106558,5.2673633
7.69453590800492E-05,0.0001024436,0.0001124143,5.2722267
7.7919195704903E-05,0.0001029901,0.0001157701,5.28333
7.81835650165366E-05,0.0001033527,0.0001158989,5.2847233
7.92722159778285E-05,0.0001043967,0.0001212886,5.29028
7.96800829942925E-05,0.0001087918,0.0001214528,5.2909733
7.97161598398759E-05,0.0001119368,0.0001221317,5.30972
8.15861016281316E-05,0.0001120915,0.0001225437,5.31181
8.42757279020376E-05,0.0001130007,0.0001240012,5.3506967
8.44025179710482E-05,0.0001131979,0.0001241374,5.35556
8.84827030210372E-05,0.0001132478,0.0001245301,5.3666633
8.99524463957699E-05,0.0001134502,0.0001247428,5.3680567
9.19753382203728E-05,0.0001151129,0.0001248713,5.37361333
9.25471907962557E-05,0.0001157143,0.0001285485,5.3743067
9.55574206036039E-05,0.0001161423,0.0001291295,5.39305333
9.8808274005004E-05,0.0001172168,0.0001308199,5.3951433
0.00009909,0.0001198609,0.0001314832,5.43403
0.000100565,0.0001212324,0.0001357246,5.4388933
0.000102533,0.0001212908,0.0001357876,5.4499967
0.0001028318,0.0001219326,0.0001366223,5.45139
0.0001029278,0.0001235894,0.000138886,5.45694667
0.0001046247,0.0001245779,0.0001407301,5.45764
0.0001076262,0.0001259461,0.0001451245,5.47638667
0.0001087734,0.0001272909,0.0001472723,5.4784767
0.000110452,0.0001296662,0.0001473199,5.5173633
0.0001129399,0.0001315413,0.0001492739,5.5222267
0.0001169103,0.0001315862,0.0001510666,5.53333
0.0001180021,0.0001316744,0.0001532946,5.5347233
0.0001190426,0.0001327762,0.0001566744,5.54028
0.0001210454,0.0001331198,0.0001581327,5.5409733
0.0001212221,0.0001361741,0.0001624978,5.55972
0.0001219361,0.0001430585,0.0001641178,5.56181
0.0001224596,0.0001433118,0.0001694495,5.6006967
0.0001239854,0.0001467597,0.0001717421,5.60556
0.0001352719,0.0001468954,0.0001717963,5.6166633
0.0001356486,0.0001476834,0.0001726025,5.6180567
0.0001383242,0.0001488977,0.0001733023,5.62361333
0.0001389249,0.0001500393,0.0001790765,5.6243067
0.0001406908,0.0001501878,0.0001806939,5.64305333
0.0001414659,0.0001515496,0.0001812847,5.6451433
0.0001432591,0.0001519153,0.0001820304,5.68403
0.0001451555,0.000151953,0.0001839552,5.6888933
0.0001473305,0.0001540624,0.0001867848,5.6999967
0.0001557626,0.0001560137,0.0001884111,5.70139
0.0001567725,0.0001571809,0.0001936704,5.70694667
0.0001573541,0.0001578466,0.0001937655,5.70764
0.0001575795,0.0001604367,0.0001948425,5.72638667
0.0001592828,0.0001617207,0.000195452,5.7284767
0.0001632025,0.0001634519,0.0001957152,5.7673633
0.0001658851,0.0001644436,0.0001965872,5.7722267
0.0001663793,0.0001692315,0.0001981556,5.7847233
0.0001664567,0.000171917,0.0001987822,5.79028
0.0001684247,0.0001737665,0.0002015616,5.7909733
0.0001688384,0.0001751246,0.0002026259,5.80972
0.0001720052,0.0001754305,0.000203372,5.81181
0.0001723093,0.0001765368,0.0002051968,5.8506967
0.0001726734,0.0001770113,0.0002072222,5.85556
0.000173287,0.0001781726,0.0002099969,5.8680567
0.0001739319,0.0001787853,0.0002121408,5.87361333
0.0001746599,0.0001793801,0.0002121508,5.8743067
0.0001752911,0.0001799322,0.0002123156,5.89305333
0.0001753944,0.0001821897,0.0002126191,5.8951433
0.0001769603,0.0001829056,0.0002167441,5.9187467
0.0001770376,0.000183297,0.0002168598,5.93403
0.0001790254,0.0001865916,0.0002175018,5.9388933
0.0001811261,0.000186598,0.000218642,5.95139
0.000183605,0.0001888843,0.0002191499,5.95694667
0.0001854187,0.0001906332,0.0002209433,5.95764
0.0001887533,0.0001917675,0.0002217458,5.97638667
0.0001911451,0.0001931259,0.0002222223,5.9784767
0.0001917393,0.0001934718,0.0002222745,6.00208
0.0001923164,0.0001939563,0.0002232515,6.0173633
0.0001923493,0.0001946855,0.0002234066,6.0222267
0.0001957598,0.0001955099,0.0002252536,6.0347233
0.0002036833,0.0001968619,0.0002264951,6.04028
0.0002055198,0.0001969272,0.0002275522,6.0409733
0.0002067918,0.0001975665,0.0002288104,6.05972
0.0002081682,0.0001978716,0.0002290386,6.06181
0.0002136549,0.0001978775,0.0002315424,6.0854133
0.0002149312,0.0001987996,0.0002319873,6.1006967
0.000217147,0.0002001171,0.0002342859,6.10556
0.0002193105,0.0002032302,0.0002355804,6.1180567
0.0002194513,0.0002033064,0.0002371336,6.12361333
0.0002198306,0.0002038314,0.0002381455,6.1243067
0.0002225809,0.0002053183,0.0002405091,6.14305333
0.0002305423,0.0002059135,0.0002418546,6.1451433
0.0002314797,0.0002100856,0.000243558,6.1687467
0.0002354174,0.0002113034,0.0002441455,6.18403
0.0002354603,0.0002123468,0.0002443233,6.1888933
0.0002355125,0.0002127906,0.0002476202,6.20139
0.0002375533,0.0002153618,0.0002491688,6.20694667
0.0002386832,0.0002154171,0.0002501059,6.20764
0.0002403522,0.0002242215,0.0002508593,6.22638667
0.0002425211,0.0002274366,0.0002510829,6.2284767
0.0002437307,0.0002284327,0.0002560377,6.25208
0.000244218,0.000234783,0.0002571893,6.2673633
0.0002462001,0.000236847,0.0002587689,6.2722267
0.000246813,0.0002372466,0.0002604258,6.2847233
0.0002529581,0.0002372544,0.0002608428,6.29028
0.0002563815,0.0002407014,0.0002620603,6.2909733
0.0002596875,0.000242559,0.0002712643,6.30972
0.0002597479,0.0002430981,0.0002735445,6.31181
0.0002598088,0.0002472798,0.0002772367,6.3354133
0.0002601693,0.0002477084,0.0002784148,6.3506967
0.0002646814,0.0002489188,0.0002786342,6.35556
0.0002657595,0.0002547544,0.0002834899,6.3680567
0.0002670681,0.0002578286,0.0002835372,6.37361333
0.0002687255,0.0002593136,0.000284125,6.3743067
0.0002689998,0.0002634578,0.0002858667,6.39305333
0.0002696123,0.0002640989,0.0002888877,6.3951433
0.000270155,0.0002644163,0.0002896293,6.4187467
0.0002717763,0.0002645785,0.0002907731,6.43403
0.0002741265,0.0002647441,0.0002936903,6.4388933
0.0002745125,0.0002658226,0.0002937091,6.45139
0.0002782165,0.0002658316,0.0002996798,6.45694667
0.0002843993,0.0002662288,0.0003009048,6.45764
0.0002882999,0.0002663381,0.0003017705,6.47638667
0.0002919352,0.0002694227,0.0003088934,6.4784767
0.0002930764,0.0002698383,0.0003111646,6.50208
0.0002944212,0.0002704357,0.0003156518,6.5222267
0.0002949653,0.0002711383,0.0003253014,6.5347233
0.0002963741,0.0002733185,0.0003286161,6.54028
0.0002981917,0.0002738078,0.0003290923,6.5409733
0.0002996981,0.0002762771,0.0003304992,6.55972
0.0003009395,0.0002778445,0.0003324948,6.56181
0.0003037989,0.000277921,0.000336091,6.5854133
0.0003039056,0.0002800082,0.0003378826,6.60556
0.0003045096,0.0002845913,0.0003388039,6.6180567
0.0003052871,0.0002877988,0.0003390495,6.62361333
0.0003054399,0.0002960944,0.0003396221,6.6243067
0.0003082055,0.0002969148,0.0003397586,6.64305333
0.0003136498,0.0002973829,0.0003423362,6.6451433
0.0003151634,0.0002976589,0.0003431997,6.6687467
0.0003155127,0.0002990183,0.0003449173,6.6888933
0.0003175222,0.0002994214,0.0003455746,6.70139
0.0003180113,0.0003018654,0.0003471252,6.70694667
0.0003276049,0.0003035115,0.0003475395,6.70764
0.0003292601,0.0003043359,0.0003477058,6.72638667
0.0003299167,0.0003046958,0.0003479262,6.7284767
0.000331838,0.0003076094,0.0003504425,6.7486133
0.0003347754,0.0003093365,0.0003510362,6.75208
0.0003351973,0.0003126072,0.0003533186,6.7722267
0.0003353049,0.0003151209,0.0003587062,6.7847233
0.0003374456,0.0003194414,0.0003622601,6.79028
0.0003455955,0.0003216582,0.0003656167,6.7909733
0.0003477886,0.0003227292,0.000366275,6.80972
0.0003505923,0.0003260951,0.0003673454,6.81181
0.0003535232,0.0003278041,0.0003713459,6.8319467
0.0003604979,0.000336384,0.0003775139,6.8354133
0.0003635464,0.0003417636,0.0003786683,6.85556
0.0003685092,0.0003434953,0.0003795806,6.8680567
0.0003694479,0.0003495739,0.0003826041,6.87361333
0.0003718638,0.0003513303,0.0003834251,6.8743067
0.0003724614,0.0003587936,0.0003909009,6.89305333
0.0003737831,0.0003591203,0.0003919462,6.8951433
0.0003808835,0.0003645646,0.0003923218,6.91528
0.0003832839,0.0003686095,0.0003947104,6.9187467
0.000384031,0.0003695402,0.0003990243,6.9388933
0.0003902018,0.0003759429,0.0003993603,6.95139
0.0003903074,0.00037745,0.0003999053,6.95694667
0.0003904315,0.0003821942,0.0004001051,6.95764
0.0003948748,0.0003833029,0.00040117,6.97638667
0.0003960957,0.0003897021,0.000408724,6.9784767
0.0003969557,0.000389728,0.0004100601,6.9986133
0.0004033463,0.0003932442,0.0004122309,7.00208
0.0004089355,0.0004007912,0.0004170202,7.0222267
0.0004106638,0.0004091553,0.0004217203,7.0347233
0.0004112171,0.0004092852,0.0004224813,7.04028
0.0004126427,0.0004121382,0.0004233162,7.0409733
0.0004189053,0.0004182402,0.0004245308,7.05972
0.0004205223,0.000420104,0.0004253304,7.06181
0.0004230977,0.000423389,0.000428504,7.0819467
0.0004238737,0.0004260373,0.0004306261,7.0854133
0.000426176,0.0004266348,0.0004307044,7.10556
0.000427692,0.0004269106,0.0004340364,7.1180567
0.0004284891,0.0004319884,0.0004340533,7.12361333
0.0004346184,0.0004321116,0.0004370294,7.1243067
0.0004377412,0.0004335305,0.0004389238,7.14305333
0.0004445671,0.000435562,0.0004390059,7.1451433
0.0004489296,0.0004383707,0.0004418753,7.16528
0.0004575334,0.0004412423,0.0004422984,7.1687467
0.0004626138,0.0004427644,0.0004431953,7.1888933
0.0004666514,0.0004447878,0.0004479105,7.20139
0.0004671294,0.0004483357,0.0004484839,7.20694667
0.0004671654,0.0004527097,0.0004486,7.20764
0.0004709031,0.0004553815,0.0004487145,7.22638667
0.0004710976,0.0004587955,0.0004493522,7.2284767
0.0004729086,0.000459335,0.0004496646,7.2486133
0.0004765294,0.0004646089,0.0004547167,7.25208
0.0004766516,0.0004674965,0.0004554643,7.2722267
0.0004786167,0.0004684974,0.0004554843,7.2847233
0.0004800772,0.0004724333,0.0004556951,7.29028
0.0004833425,0.0004756871,0.0004564197,7.2909733
0.000484961,0.0004759338,0.0004605739,7.30972
0.0004864586,0.0004761529,0.0004689194,7.31181
0.0004917887,0.0004777095,0.0004800708,7.3319467
0.0004950535,0.0004796381,0.0004820145,7.3354133
0.0004969732,0.0004828478,0.0004889783,7.3680567
0.0004971645,0.0004838106,0.0004891852,7.37361333
0.0005006217,0.0004868559,0.0004921364,7.3743067
0.0005007506,0.0004885173,0.0004961363,7.39305333
0.0005035817,0.0004927951,0.000499621,7.3951433
0.0005088856,0.000499548,0.0005025077,7.41528
0.000511518,0.0005003477,0.0005033674,7.4187467
0.0005153287,0.0005024001,0.0005063376,7.45139
0.0005217059,0.0005025301,0.0005090818,7.45694667
0.0005219325,0.000504804,0.0005093442,7.45764
0.000523814,0.0005094117,0.0005140078,7.47638667
0.0005244407,0.0005263944,0.0005157015,7.4784767
0.0005374379,0.0005268404,0.0005171658,7.4986133
0.0005386759,0.0005281899,0.0005201073,7.50208
0.0005394545,0.0005284597,0.0005215814,7.5347233
0.0005397512,0.0005292955,0.0005228456,7.54028
0.0005400699,0.0005296867,0.000525685,7.5409733
0.0005431835,0.0005304746,0.000531705,7.55972
0.0005464682,0.0005364456,0.0005321939,7.56181
0.0005471999,0.0005365783,0.0005322522,7.5819467
0.0005537324,0.0005378207,0.0005330505,7.6180567
0.000560653,0.0005399206,0.0005335503,7.62361333
0.0005655348,0.0005400538,0.0005351871,7.6243067
0.000568386,0.0005437087,0.0005388636,7.64305333
0.0005686514,0.0005488281,0.000546269,7.6451433
0.0005730772,0.0005522575,0.0005519754,7.66528
0.0005782543,0.0005559179,0.0005551572,7.70139
0.0005836641,0.0005584613,0.0005559754,7.70694667
0.000584803,0.000561181,0.0005570984,7.70764
0.0005865212,0.0005648794,0.0005580094,7.7284767
0.0005911956,0.0005747415,0.0005596108,7.7486133
0.0005953441,0.000575651,0.0005598953,7.74930333
0.0005990681,0.0005770289,0.0005657147,7.7847233
0.0006146807,0.0005790252,0.0005672255,7.79028
0.0006158113,0.000580115,0.0005679025,7.7909733
0.0006194948,0.0005857545,0.000572596,7.81181
0.0006226762,0.0005870315,0.0005735399,7.8319467
0.0006335789,0.0005881604,0.0005747674,7.83263667
0.0006444407,0.0005901889,0.0005749496,7.8680567
0.0006449721,0.0005910796,0.0005819963,7.87361333
0.0006522555,0.0006033119,0.0005849537,7.8743067
0.0006551942,0.000607857,0.0005869058,7.8951433
0.0006584033,0.0006099945,0.0005876766,7.91528
0.0006596051,0.0006145403,0.000589297,7.91597
0.0006596537,0.0006177002,0.0005940962,7.95139
0.0006625976,0.0006284094,0.0005946187,7.95694667
0.0006704864,0.0006362816,0.0005955891,7.95764
0.0006755311,0.0006366306,0.0005972209,7.9784767
0.000678527,0.000640357,0.000602528,7.9986133
0.0006820021,0.0006445382,0.0006049891,7.99930333
0.0006871809,0.0006483829,0.0006099183,8.0347233
0.0006879744,0.0006514664,0.0006129209,8.04028
0.0006976314,0.0006583766,0.0006150166,8.0409733
0.0006984757,0.0006593428,0.0006151187,8.06181
0.0007092746,0.0006625682,0.0006209112,8.0819467
0.0007142489,0.0006630869,0.0006243117,8.08263667
0.0007174756,0.000665204,0.0006280742,8.1180567
0.0007215592,0.0006699808,0.0006291277,8.12361333
0.0007256453,0.0006700711,0.000629562,8.1243067
0.0007290873,0.0006729918,0.0006356977,8.1451433
0.000729155,0.0006736338,0.0006428751,8.16528
0.0007437167,0.0006794135,0.0006465486,8.16597
0.0007445306,0.0006826431,0.0006502069,8.20139
0.0007456097,0.000684359,0.0006510782,8.20694667
0.0007460927,0.0006883004,0.0006520086,8.20764
0.0007468935,0.0006919093,0.0006530461,8.2284767
0.0007527738,0.0006952042,0.0006554167,8.2486133
0.0007617956,0.0006953292,0.0006555889,8.24930333
0.0007658253,0.0006992055,0.0006583054,8.2847233
0.0007658695,0.0007010037,0.0006603633,8.29028
0.0007660327,0.0007032308,0.0006700719,8.2909733
0.0007687865,0.0007074785,0.0006731053,8.31181
0.0007696434,0.0007076335,0.0006791121,8.3319467
0.0007714065,0.0007106359,0.0006849185,8.33263667
0.0007741283,0.0007126592,0.0006849646,8.3680567
0.0007801939,0.0007135892,0.0006849907,8.37361333
0.0007823296,0.0007148942,0.0006863799,8.3743067
0.0007845411,0.0007171793,0.0006864812,8.3951433
0.0007863174,0.0007213235,0.0006908644,8.41528
0.0007947606,0.0007225988,0.0006962654,8.41597
0.0007961075,0.0007249722,0.0006964109,8.45139
0.0007974461,0.0007262538,0.0006969143,8.45694667
0.0008047544,0.0007281701,0.0007018246,8.45764
0.0008064523,0.0007347194,0.0007046973,8.4784767
0.0008090122,0.000736852,0.000706242,8.4986133
0.0008141408,0.0007391715,0.0007080675,8.49930333
0.0008245578,0.0007446796,0.0007244847,8.5347233
0.0008262758,0.0007635554,0.0007281049,8.54028
0.0008286932,0.0007637724,0.0007282599,8.5409733
0.0008304997,0.0007641287,0.0007499067,8.56181
0.0008379153,0.0007689197,0.0007582658,8.5819467
0.000846266,0.0007701847,0.0007612729,8.58263667
0.0008500008,0.0007716174,0.0007633906,8.58333
0.0008550403,0.0007720921,0.0007659875,8.6180567
0.0008563582,0.0007801746,0.0007679338,8.62361333
0.0008576657,0.0007862557,0.0007711177,8.6243067
0.000859679,0.0007872311,0.0007723754,8.6451433
0.0008615259,0.0007884882,0.0007798194,8.66528
0.0008640196,0.0007940853,0.0007809011,8.66597
0.0008672473,0.000794855,0.0007826727,8.6666633
0.0008690705,0.000801965,0.0007831932,8.70139
0.0008717933,0.00080954,0.0007878218,8.70694667
0.0008755214,0.0008255258,0.0007921663,8.70764
0.0008767321,0.0008306801,0.0007935933,8.7284767
0.0008879631,0.0008310866,0.0008069507,8.7486133
0.0008967893,0.0008363302,0.0008216578,8.74930333
0.0009199404,0.0008370921,0.0008222938,8.7499967
0.0009227097,0.0008377302,0.0008337022,8.7847233
0.0009272122,0.0008385219,0.0008396506,8.79028
0.0009297565,0.000842851,0.0008423047,8.7909733
0.0009303253,0.000850061,0.0008434826,8.81181
0.0009396818,0.0008521083,0.0008479893,8.8319467
0.0009449168,0.0008570133,0.0008489857,8.83263667
0.0009465668,0.0008631724,0.0008493447,8.83333
0.0009684516,0.0008794651,0.0008493683,8.8680567
0.0009745807,0.0008884005,0.0008583862,8.87361333
0.0009904854,0.0008922531,0.0008623539,8.8743067
0.0009956878,0.0009041867,0.00086444,8.8951433
0.0009988247,0.0009070411,0.0008656792,8.91528
0.0009994002,0.000915311,0.0008661954,8.91597
0.0009998941,0.0009189368,0.0008737061,8.9166633
0.0010012116,0.0009264097,0.000874224,8.95139
0.001002703,0.0009421473,0.0008777572,8.95694667
0.0010029027,0.0009445418,0.0008825643,8.95764
0.0010096179,0.0009589313,0.000887509,8.9784767
0.0010326597,0.0009679431,0.0008926588,8.9986133
0.0010349689,0.0009752511,0.0008972132,8.99930333
0.0010361875,0.0009783164,0.0009164653,8.9999967
0.0010446962,0.000980351,0.0009199663,9.0347233
0.0010762267,0.0009847685,0.0009218621,9.04028
0.0010865322,0.0009963111,0.000926896,9.0409733
0.0011033934,0.0009964238,0.000940204,9.06181
0.0011109024,0.0010048745,0.0009451218,9.0819467
0.0011111806,0.0010113409,0.0009476255,9.08263667
0.0011131583,0.0010141196,0.0009482985,9.08333
0.0011201652,0.0010168715,0.0009501257,9.1180567
0.0011265323,0.0010400979,0.0009544829,9.12361333
0.0011299066,0.0010644322,0.0009649225,9.1243067
0.0011301663,0.0010666832,0.0009774852,9.1451433
0.0011340765,0.0010869753,0.000978079,9.16528
0.0011476205,0.0010963143,0.0009827662,9.16597
0.0011493441,0.00109922,0.001000293,9.1666633
0.001149778,0.0011123808,0.0010093884,9.20139
0.0011513736,0.0011151395,0.0010134546,9.20694667
0.0011581222,0.0011237919,0.0010224489,9.20764
0.0011612785,0.0011290914,0.0010252016,9.2284767
0.001162252,0.0011343425,0.0010261081,9.2486133
0.0012041448,0.001134377,0.0010263495,9.24930333
0.0012066984,0.0011771524,0.0010370399,9.2499967
0.0012135484,0.0011843221,0.001038467,9.29028
0.0012163455,0.001209264,0.0010526039,9.2909733
0.0012268905,0.0012235053,0.0010538029,9.31181
0.0012595561,0.0012272883,0.00106019,9.3319467
0.0012795212,0.0012279081,0.0010767076,9.33263667
0.0012882221,0.0012287258,0.0010788683,9.33333
0.00131108,0.0012368309,0.0010896279,9.37361333
0.0013159612,0.001237096,0.0010981978,9.3743067
0.0013170976,0.0012437574,0.0011254113,9.3951433
0.0013217352,0.0012626567,0.0011267576,9.41528
0.0013275693,0.001264084,0.0011386954,9.41597
0.0013354607,0.0012842147,0.0011482573,9.4166633
0.0013501594,0.001292518,0.001199624,9.45694667
0.0013767266,0.001294177,0.0012031857,9.45764
0.001390617,0.0013049976,0.0012513889,9.4784767
0.0013955911,0.0013137888,0.001260045,9.4986133
0.001401082,0.0013280121,0.001262395,9.49930333
0.0014015019,0.0013406478,0.0012749101,9.4999967
0.0014066792,0.0013471073,0.0012752476,9.54028
0.0014242927,0.0013561821,0.0012752715,9.5409733
0.0014285547,0.001368002,0.0012931646,9.56181
0.001432805,0.0013792165,0.0013282344,9.5819467
0.0014392746,0.0013918971,0.0013407068,9.58263667
0.0014413503,0.0013982285,0.0013801738,9.58333
0.0014428095,0.0014095021,0.0014468603,9.62361333
0.0014464571,0.0014095841,0.0014633649,9.6243067
0.0014564889,0.0014123373,0.0014681423,9.6451433
0.0014816043,0.0014214584,0.0014839412,9.66528
0.001499003,0.0014224039,0.0014953473,9.66597
0.0015140763,0.0014250802,0.0015064094,9.6666633
0.0015188566,0.0014265851,0.0015171139,9.70694667
0.0015226768,0.0015034584,0.0015380354,9.70764
0.0015380647,0.0015244176,0.0015430723,9.7284767
0.0015441747,0.0015292002,0.0015587278,9.7486133
0.0015601549,0.0015352773,0.0015946949,9.74930333
0.001565401,0.0015366544,0.0016172807,9.7499967
0.0015701369,0.0015807379,0.001632984,9.79028
0.0015945664,0.0015876692,0.0016346109,9.7909733
0.0017532469,0.0016012931,0.0016415936,9.81181
0.0017651102,0.0016194329,0.0016815013,9.8319467
0.0017855254,0.0016268992,0.0016855607,9.83263667
0.001800644,0.0016415147,0.0017287431,9.83333
0.0018080645,0.0018681498,0.0017458397,9.87361333
0.0018112553,0.0019129981,0.001754686,9.8743067
0.0018377213,0.0019417406,0.0018107452,9.8951433
0.00188729,0.0020160611,0.0018311344,9.91528
0.0020496007,0.0020673872,0.001846523,9.91597
0.0020685452,0.0020693249,0.0018987735,9.9166633
0.0020774295,0.0021248325,0.0019789185,9.95694667
0.0020865272,0.0021458712,0.0020780928,9.95764
0.0023570213,0.0023647228,0.0023494982,9.9784767
0.0024579481,0.0025004564,0.00240573,9.9986133
0.0025801244,0.0029206917,0.0026914889,9.99930333
0.0029887032,0.0032605164,0.0027822376,9.9999967
